rank	gene	longname	N	nnei	nncd	nsil	nmis	nstp	nspl	nind	n	npat	nsite	pCV	pCL	pFN	p	q
16007	STAP1	signal transducing adaptor family member 1	922	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16008	STAP2	signal transducing adaptor family member 2	1402	264	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16009	STAR	steroidogenic acute regulatory protein	882	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16010	STARD10	StAR-related lipid transfer (START) domain containing 10	896	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16011	STARD13	StAR-related lipid transfer (START) domain containing 13	3543	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16012	STARD3	StAR-related lipid transfer (START) domain containing 3	1560	12	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16013	STARD3NL	STARD3 N-terminal like	737	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16014	STARD4	StAR-related lipid transfer (START) domain containing 4	638	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16015	STARD5	StAR-related lipid transfer (START) domain containing 5	664	458	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16016	STARD6	StAR-related lipid transfer (START) domain containing 6	682	332	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16017	STARD7	StAR-related lipid transfer (START) domain containing 7	1141	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16018	STAT1	signal transducer and activator of transcription 1, 91kDa	2346	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16019	STAT2	signal transducer and activator of transcription 2, 113kDa	3581	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16020	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	2408	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16021	STAT5A	signal transducer and activator of transcription 5A	2457	106	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16022	STAT5B	signal transducer and activator of transcription 5B	2436	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16023	STATH	statherin	209	188	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16024	STAU1	staufen, RNA binding protein, homolog 1 (Drosophila)	1800	390	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16025	STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)	1907	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16026	STBD1	starch binding domain 1	1081	215	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16027	STC1	stanniocalcin 1	756	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16028	STC2	stanniocalcin 2	921	340	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16029	STEAP1	six transmembrane epithelial antigen of the prostate 1	1038	305	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16030	STEAP2	six transmembrane epithelial antigen of the prostate 2	1523	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16031	STEAP4	STEAP family member 4	1396	107	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16032	STH	saitohin	639	324	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16033	STIM1	stromal interaction molecule 1	2102	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16034	STIM2	stromal interaction molecule 2	2356	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16035	STIP1	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	1684	232	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16036	STK10	serine/threonine kinase 10	2979	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16037	STK16	serine/threonine kinase 16	1378	150	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16038	STK17A	serine/threonine kinase 17a	1269	369	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16039	STK17B	serine/threonine kinase 17b	1147	833	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16040	STK19	serine/threonine kinase 19	3763	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16041	STK24	serine/threonine kinase 24 (STE20 homolog, yeast)	1416	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16042	STK3	serine/threonine kinase 3 (STE20 homolog, yeast)	1516	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16043	STK31	serine/threonine kinase 31	3156	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16044	STK32A	serine/threonine kinase 32A	1270	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16045	STK32B	serine/threonine kinase 32B	1291	40	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16046	STK32C	serine/threonine kinase 32C	1505	270	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16047	STK33	serine/threonine kinase 33	1589	18	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16048	STK35	serine/threonine kinase 35	1617	297	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16049	STK38	serine/threonine kinase 38	1450	256	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16050	STK38L	serine/threonine kinase 38 like	1447	216	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16051	STK39	serine threonine kinase 39 (STE20/SPS1 homolog, yeast)	1706	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16052	STK4	serine/threonine kinase 4	1506	222	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16053	STMN1	stathmin 1/oncoprotein 18	615	363	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16054	STMN3	stathmin-like 3	561	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16055	STMN4	stathmin-like 4	675	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16056	STOM	stomatin	893	166	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16057	STOML2	stomatin (EPB72)-like 2	1516	58	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16058	STOML3	stomatin (EPB72)-like 3	931	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16059	STON1	stonin 1	2222	128	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16060	STON2	stonin 2	2732	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16061	STOX2	storkhead box 2	2793	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16062	STRA13	stimulated by retinoic acid 13 homolog (mouse)	524	78	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16063	STRA6	stimulated by retinoic acid gene 6 homolog (mouse)	2124	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16064	STRA8	stimulated by retinoic acid gene 8 homolog (mouse)	1023	131	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16065	STRADA	STE20-related kinase adaptor alpha	1400	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16066	STRADB	STE20-related kinase adaptor beta	1301	17	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16067	STRAP	serine/threonine kinase receptor associated protein	1089	425	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16068	STRBP	spermatid perinuclear RNA binding protein	2083	59	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16069	STRN3	striatin, calmodulin binding protein 3	2462	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16070	STRN4	striatin, calmodulin binding protein 4	2358	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16071	STS	steroid sulfatase (microsomal), isozyme S	1788	162	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16072	STT3A	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)	2186	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16073	STX10	syntaxin 10	777	431	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16074	STX11	syntaxin 11	868	479	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16075	STX12	syntaxin 12	863	488	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16076	STX16	syntaxin 16	1010	48	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16077	STX17	syntaxin 17	937	303	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16078	STX18	syntaxin 18	1050	101	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16079	STX19	syntaxin 19	891	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16080	STX1A	syntaxin 1A (brain)	905	158	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16081	STX1B	syntaxin 1B	903	261	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16082	STX3	syntaxin 3	960	294	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16083	STX4	syntaxin 4	934	1	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16084	STX6	syntaxin 6	796	528	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16085	STX7	syntaxin 7	822	137	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16086	STX8	syntaxin 8	764	195	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16087	STXBP2	syntaxin binding protein 2	1858	219	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16088	STXBP3	syntaxin binding protein 3	1853	183	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16089	STXBP4	syntaxin binding protein 4	2089	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16090	STXBP6	syntaxin binding protein 6 (amisyn)	653	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16091	STYK1	serine/threonine/tyrosine kinase 1	1305	75	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16092	STYXL1	serine/threonine/tyrosine interacting-like 1	973	119	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16093	SUB1	SUB1 homolog (S. cerevisiae)	399	173	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16094	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit	1434	751	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16095	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	1483	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16096	SUCNR1	succinate receptor 1	1013	341	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16097	SUDS3	suppressor of defective silencing 3 homolog (S. cerevisiae)	1031	94	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16098	SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	1150	139	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16099	SULF1	sulfatase 1	2692	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16100	SULF2	sulfatase 2	2693	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16101	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	1064	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16102	SULT1A2	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	918	455	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16103	SULT1A3	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3	31085	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16104	SULT1A4	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4	31085	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16105	SULT1B1	sulfotransferase family, cytosolic, 1B, member 1	919	224	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16106	SULT1C2	sulfotransferase family, cytosolic, 1C, member 2	1018	372	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16107	SULT1C3	sulfotransferase family, cytosolic, 1C, member 3	938	400	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16108	SULT1C4	sulfotransferase family, cytosolic, 1C, member 4	933	307	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16109	SULT1E1	sulfotransferase family 1E, estrogen-preferring, member 1	913	16	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16110	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	878	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16111	SULT2B1	sulfotransferase family, cytosolic, 2B, member 1	1150	760	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16112	SULT4A1	sulfotransferase family 4A, member 1	879	177	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16113	SULT6B1	sulfotransferase family, cytosolic, 6B, member 1	824	113	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16114	SUMF1	sulfatase modifying factor 1	1159	26	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16115	SUMF2	sulfatase modifying factor 2	1283	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16116	SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	324	98	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16117	SUMO2	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae)	300	109	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16118	SUMO3	SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)	324	1	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16119	SUMO4	SMT3 suppressor of mif two 3 homolog 4 (S. cerevisiae)	635	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16120	SUN2	Sad1 and UNC84 domain containing 2	2222	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16121	SUN3	Sad1 and UNC84 domain containing 3	1118	98	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16122	SUN5	Sad1 and UNC84 domain containing 5	1192	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16123	SUOX	sulfite oxidase	1650	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16124	SUPT16H	suppressor of Ty 16 homolog (S. cerevisiae)	3317	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16125	SUPT3H	suppressor of Ty 3 homolog (S. cerevisiae)	1176	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16126	SUPT4H1	suppressor of Ty 4 homolog 1 (S. cerevisiae)	417	886	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16127	SUPT5H	suppressor of Ty 5 homolog (S. cerevisiae)	3384	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16128	SUPT7L	suppressor of Ty 7 (S. cerevisiae)-like	2286	356	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16129	SUPV3L1	suppressor of var1, 3-like 1 (S. cerevisiae)	2421	143	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16130	SURF1	surfeit 1	965	452	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16131	SURF2	surfeit 2	1022	452	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16132	SURF4	surfeit 4	870	23	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16133	SUSD1	sushi domain containing 1	2311	126	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16134	SUSD4	sushi domain containing 4	1658	90	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16135	SUSD5	sushi domain containing 5	1906	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16136	SUV39H1	suppressor of variegation 3-9 homolog 1 (Drosophila)	1261	122	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16137	SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila)	1069	185	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16138	SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	2704	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16139	SUV420H2	suppressor of variegation 4-20 homolog 2 (Drosophila)	1417	93	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16140	SUZ12	suppressor of zeste 12 homolog (Drosophila)	2280	339	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16141	SV2A	synaptic vesicle glycoprotein 2A	2273	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16142	SV2B	synaptic vesicle glycoprotein 2B	2096	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16143	SV2C	synaptic vesicle glycoprotein 2C	2233	57	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16144	SVIL	supervillin	6785	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16145	SVIP	small VCP/p97-interacting protein	248	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16146	SVOPL	SVOP-like	1535	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16147	SYAP1	synapse associated protein 1, SAP47 homolog (Drosophila)	1091	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16148	SYCE1	synaptonemal complex central element protein 1	1145	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16149	SYCE1L	synaptonemal complex central element protein 1-like	769	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16150	SYCE2	synaptonemal complex central element protein 2	799	366	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16151	SYCN	syncollin	413	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16152	SYCP1	synaptonemal complex protein 1	3055	97	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16153	SYCP2	synaptonemal complex protein 2	4765	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16154	SYCP3	synaptonemal complex protein 3	777	209	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16155	SYDE1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	2238	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16156	SYF2	SYF2 homolog, RNA splicing factor (S. cerevisiae)	758	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16157	SYK	spleen tyrosine kinase	1960	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16158	SYN1	synapsin I	2186	189	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16159	SYN2	synapsin II	2017	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16160	SYN3	synapsin III	2300	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16161	SYNC	syncoilin, intermediate filament protein	1529	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16162	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	1956	393	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16163	SYNGR1	synaptogyrin 1	917	467	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16164	SYNGR3	synaptogyrin 3	702	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16165	SYNGR4	synaptogyrin 4	986	242	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16166	SYNJ1	synaptojanin 1	5001	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16167	SYNJ2BP	synaptojanin 2 binding protein	450	213	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16168	SYNPO	synaptopodin	3480	82	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16169	SYNPO2L	synaptopodin 2-like	3050	154	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16170	SYNPR	synaptoporin	904	191	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16171	SYP	synaptophysin	968	980	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16172	SYPL1	synaptophysin-like 1	804	360	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16173	SYPL2	synaptophysin-like 2	839	473	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16174	SYS1	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)	483	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16175	SYT1	synaptotagmin I	1301	181	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16176	SYT11	synaptotagmin XI	1308	37	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16177	SYT12	synaptotagmin XII	1294	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16178	SYT13	synaptotagmin XIII	1301	182	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16179	SYT14	synaptotagmin XIV	1898	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16180	SYT15	synaptotagmin XV	1350	384	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16181	SYT16	synaptotagmin XVI	1958	214	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16182	SYT17	synaptotagmin XVII	1453	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16183	SYT2	synaptotagmin II	1292	21	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16184	SYT3	synaptotagmin III	1809	142	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16185	SYT4	synaptotagmin IV	1290	122	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16186	SYT5	synaptotagmin V	1261	173	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16187	SYT6	synaptotagmin VI	1306	243	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16188	SYT7	synaptotagmin VII	1246	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16189	SYT8	synaptotagmin VIII	1240	1	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16190	SYTL1	synaptotagmin-like 1	1711	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16191	SYVN1	synovial apoptosis inhibitor 1, synoviolin	1914	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16192	T	T, brachyury homolog (mouse)	1336	188	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16193	TAAR1	trace amine associated receptor 1	1020	384	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16194	TAAR2	trace amine associated receptor 2	1060	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16195	TAAR5	trace amine associated receptor 5	1018	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16196	TAAR6	trace amine associated receptor 6	1036	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16197	TAAR8	trace amine associated receptor 8	1027	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16198	TAAR9	trace amine associated receptor 9	1047	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16199	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	2393	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16200	TAB3	TGF-beta activated kinase 1/MAP3K7 binding protein 3	2167	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16201	TAC1	tachykinin, precursor 1	414	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16202	TAC3	tachykinin 3 (neuromedin K, neurokinin beta)	389	256	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16203	TAC4	tachykinin 4 (hemokinin)	358	192	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16204	TACC1	transforming, acidic coiled-coil containing protein 1	2466	152	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16205	TACO1	translational activator of mitochondrially encoded cytochrome c oxidase I	910	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16206	TACR1	tachykinin receptor 1	1242	333	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16207	TACR2	tachykinin receptor 2	1213	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16208	TACSTD2	tumor-associated calcium signal transducer 2	972	168	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16209	TADA2A	transcriptional adaptor 2A	1489	97	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16210	TADA2B	transcriptional adaptor 2B	2319	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16211	TAF10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	807	617	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16212	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	661	7	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16213	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	506	671	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16214	TAF13	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	389	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16215	TAF1B	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa	1825	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16216	TAF1C	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa	2662	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16217	TAF1D	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa	857	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16218	TAF2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	3809	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16219	TAF3	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa	2813	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16220	TAF4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa	3314	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16221	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	2645	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16222	TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	2445	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16223	TAF5L	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	1919	165	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16224	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	2290	92	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16225	TAF6L	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	1911	59	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16226	TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	1050	105	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16227	TAF8	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa	968	85	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
